period,status,sex,age,population
2016-06-30,F,male,65-69,114020
2016-06-30,F,male,65+,324800
2016-06-30,F,male,70-74,81910
2016-06-30,F,male,75-79,59890
2016-06-30,F,male,80-84,37680
2016-06-30,F,male,85-89,22140
2016-06-30,F,male,90+,9190
2016-06-30,F,male,median,35.77
2016-06-30,F,male,total,2309070
2016-09-30,F,male,0-14,474200
2016-09-30,F,male,0-4,156640
2016-09-30,F,male,10-14,151100
2016-09-30,F,male,15-19,163790
2016-09-30,F,male,15-39,802100
2016-09-30,F,male,20-24,183550
2016-09-30,F,male,25-29,173300
2016-09-30,F,male,30-34,146680
2016-09-30,F,male,35-39,134760
2016-09-30,F,male,40-44,143270
2016-09-30,F,male,40-64,718600
2016-09-30,F,male,45-49,152550
2016-09-30,F,male,5-9,166460
2016-09-30,F,male,50-54,152910
2016-09-30,F,male,55-59,144190
2016-09-30,F,male,60-64,125660
2016-09-30,F,male,65-69,114330
2016-09-30,F,male,65+,327700
2016-09-30,F,male,70-74,83120
2016-09-30,F,male,75-79,60760
2016-09-30,F,male,80-84,37870
2016-09-30,F,male,85-89,22300
2016-09-30,F,male,90+,9280
2016-09-30,F,male,median,35.71
2016-09-30,F,male,total,2322510
2016-12-31,F,male,0-14,475700
2016-12-31,F,male,0-4,157020
2016-12-31,F,male,10-14,151740
2016-12-31,F,male,15-19,162900
2016-12-31,F,male,15-39,809400
2016-12-31,F,male,20-24,184590
2016-12-31,F,male,25-29,177340
2016-12-31,F,male,30-34,149210
2016-12-31,F,male,35-39,135390
2016-12-31,F,male,40-44,142710
2016-12-31,F,male,40-64,720300
2016-12-31,F,male,45-49,153020
2016-12-31,F,male,5-9,166970
2016-12-31,F,male,50-54,152900
2016-12-31,F,male,55-59,144880
2016-12-31,F,male,60-64,126740
2016-12-31,F,male,65-69,114420
2016-12-31,F,male,65+,331100
2016-12-31,F,male,70-74,84800
2016-12-31,F,male,75-79,61790
2016-12-31,F,male,80-84,38180
2016-12-31,F,male,85-89,22430
2016-12-31,F,male,90+,9500
2016-12-31,F,male,median,35.66
2016-12-31,F,male,total,2336520
2017-03-31,F,male,0-14,477700
2017-03-31,F,male,0-4,157030
2017-03-31,F,male,10-14,153160
2017-03-31,F,male,15-19,163180
2017-03-31,F,male,15-39,818200
2017-03-31,F,male,20-24,185470
2017-03-31,F,male,25-29,181320
2017-03-31,F,male,30-34,151540
2017-03-31,F,male,35-39,136720
2017-03-31,F,male,40-44,142100
2017-03-31,F,male,40-64,721900
2017-03-31,F,male,45-49,153800
2017-03-31,F,male,5-9,167500
2017-03-31,F,male,50-54,152360
2017-03-31,F,male,55-59,146150
2017-03-31,F,male,60-64,127490
2017-03-31,F,male,65-69,114370
2017-03-31,F,male,65+,334200
2017-03-31,F,male,70-74,86290
2017-03-31,F,male,75-79,62700
2017-03-31,F,male,80-84,38410
2017-03-31,F,male,85-89,22640
2017-03-31,F,male,90+,9740
2017-03-31,F,male,median,35.6
2017-03-31,F,male,total,2351960
2017-06-30,F,male,0-14,479e3
2017-06-30,F,male,0-4,157080
2017-06-30,F,male,10-14,154320
2017-06-30,F,male,15-19,162480
2017-06-30,F,male,15-39,822300
2017-06-30,F,male,20-24,185620
2017-06-30,F,male,25-29,183060
2017-06-30,F,male,30-34,153310
2017-06-30,F,male,35-39,137820
2017-06-30,F,male,40-44,141580
2017-06-30,F,male,40-64,722900
2017-06-30,F,male,45-49,154250
2017-06-30,F,male,5-9,167580
2017-06-30,F,male,50-54,151690
2017-06-30,F,male,55-59,147130
2017-06-30,F,male,60-64,128250
2017-06-30,F,male,65-69,114570
2017-06-30,F,male,65+,336900
2017-06-30,F,male,70-74,87580
2017-06-30,F,male,75-79,63460
2017-06-30,F,male,80-84,38650
2017-06-30,F,male,85-89,22770
2017-06-30,F,male,90+,9910
2017-06-30,F,male,median,35.6
2017-06-30,F,male,total,2361100
2017-09-30,F,male,0-14,480600
2017-09-30,F,male,0-4,157100
2017-09-30,F,male,10-14,155670
2017-09-30,F,male,15-19,162350
2017-09-30,F,male,15-39,829200
2017-09-30,F,male,20-24,185840
2017-09-30,F,male,25-29,186100
2017-09-30,F,male,30-34,155290
2017-09-30,F,male,35-39,139660
2017-09-30,F,male,40-44,140780
2017-09-30,F,male,40-64,724100
2017-09-30,F,male,45-49,154680
2017-09-30,F,male,5-9,167830
2017-09-30,F,male,50-54,151560
2017-09-30,F,male,55-59,147940
2017-09-30,F,male,60-64,129090
2017-09-30,F,male,65-69,114820
2017-09-30,F,male,65+,339500
2017-09-30,F,male,70-74,89060
2017-09-30,F,male,75-79,64120
2017-09-30,F,male,80-84,38880
2017-09-30,F,male,85-89,22740
2017-09-30,F,male,90+,9930
2017-09-30,F,male,median,35.57
2017-09-30,F,male,total,2373440
2017-12-31,F,male,0-14,482100
2017-12-31,F,male,0-4,157030
2017-12-31,F,male,10-14,156770
2017-12-31,F,male,15-19,161420
2017-12-31,F,male,15-39,836400
2017-12-31,F,male,20-24,186480
2017-12-31,F,male,25-29,189590
2017-12-31,F,male,30-34,157620
2017-12-31,F,male,35-39,141300
2017-12-31,F,male,40-44,140330
2017-12-31,F,male,40-64,725700
2017-12-31,F,male,45-49,155060
2017-12-31,F,male,5-9,168300
2017-12-31,F,male,50-54,151430
2017-12-31,F,male,55-59,148990
2017-12-31,F,male,60-64,129850
2017-12-31,F,male,65-69,115190
2017-12-31,F,male,65+,343e3
2017-12-31,F,male,70-74,90930
2017-12-31,F,male,75-79,64460
2017-12-31,F,male,80-84,39400
2017-12-31,F,male,85-89,22820
2017-12-31,F,male,90+,10160
2017-12-31,F,male,median,35.55
2017-12-31,F,male,total,2387130
2018-03-31,F,male,0-14,483700
2018-03-31,F,male,0-4,157250
2018-03-31,F,male,10-14,158080
2018-03-31,F,male,15-19,161710
2018-03-31,F,male,15-39,844400
2018-03-31,F,male,20-24,187220
2018-03-31,F,male,25-29,192600
2018-03-31,F,male,30-34,159840
2018-03-31,F,male,35-39,143010
2018-03-31,F,male,40-44,140260
2018-03-31,F,male,40-64,727400
2018-03-31,F,male,45-49,155340
2018-03-31,F,male,5-9,168370
2018-03-31,F,male,50-54,151190
2018-03-31,F,male,55-59,149900
2018-03-31,F,male,60-64,130740
2018-03-31,F,male,65-69,115200
2018-03-31,F,male,65+,346e3
2018-03-31,F,male,70-74,92880
2018-03-31,F,male,75-79,64680
2018-03-31,F,male,80-84,39920
2018-03-31,F,male,85-89,22910
2018-03-31,F,male,90+,10420
2018-03-31,F,male,median,35.52
2018-03-31,F,male,total,2401500
2018-06-30,P,male,0-14,484500
2018-06-30,P,male,0-4,157370
2018-06-30,P,male,10-14,159200
2018-06-30,P,male,15-19,161060
2018-06-30,P,male,15-39,847400
2018-06-30,P,male,20-24,186440
2018-06-30,P,male,25-29,193850
2018-06-30,P,male,30-34,161920
2018-06-30,P,male,35-39,144100
2018-06-30,P,male,40-44,140060
2018-06-30,P,male,40-64,728500
2018-06-30,P,male,45-49,155190
2018-06-30,P,male,5-9,167910
2018-06-30,P,male,50-54,150970
2018-06-30,P,male,55-59,150880
2018-06-30,P,male,60-64,131400
2018-06-30,P,male,65-69,115320
2018-06-30,P,male,65+,348500
2018-06-30,P,male,70-74,94430
2018-06-30,P,male,75-79,65040
2018-06-30,P,male,80-84,40270
2018-06-30,P,male,85-89,22960
2018-06-30,P,male,90+,10480
2018-06-30,P,male,median,35.55
2018-06-30,P,male,total,2408860
2008-06-30,F,total,0-14,895500
2008-06-30,F,total,0-4,301030
2008-06-30,F,total,10-14,303540
2008-06-30,F,total,15-19,317030
2008-06-30,F,total,15-39,1460400
2008-06-30,F,total,20-24,288740
2008-06-30,F,total,25-29,268570
2008-06-30,F,total,30-34,271900
2008-06-30,F,total,35-39,314180
2008-06-30,F,total,40-44,315080
2008-06-30,F,total,40-64,1368800
2008-06-30,F,total,45-49,320360
2008-06-30,F,total,5-9,290950
2008-06-30,F,total,50-54,276920
2008-06-30,F,total,55-59,244530
2008-06-30,F,total,60-64,211880
2008-06-30,F,total,65-69,165600
2008-06-30,F,total,65+,535e3
2008-06-30,F,total,70-74,125210
2008-06-30,F,total,75-79,103940
2008-06-30,F,total,80-84,77110
2008-06-30,F,total,85-89,43020
2008-06-30,F,total,90+,20170
2008-06-30,F,total,median,36.44
2008-06-30,F,total,total,4259760
2008-09-30,F,total,0-14,896600
2008-09-30,F,total,0-4,302840
2008-09-30,F,total,10-14,302860
2008-09-30,F,total,15-19,317750
2008-09-30,F,total,15-39,1460800
2008-09-30,F,total,20-24,289640
2008-09-30,F,total,25-29,269310
2008-09-30,F,total,30-34,270720
2008-09-30,F,total,35-39,313410
2008-09-30,F,total,40-44,314320
2008-09-30,F,total,40-64,1374400
2008-09-30,F,total,45-49,321570
2008-09-30,F,total,5-9,290870
2008-09-30,F,total,50-54,279040
2008-09-30,F,total,55-59,245290
2008-09-30,F,total,60-64,214180
2008-09-30,F,total,65-69,167050
2008-09-30,F,total,65+,537800
2008-09-30,F,total,70-74,126210
2008-09-30,F,total,75-79,103790
2008-09-30,F,total,80-84,77370
2008-09-30,F,total,85-89,43240
2008-09-30,F,total,90+,20100
2008-09-30,F,total,median,36.5
2008-09-30,F,total,total,4269550
2008-12-31,F,total,0-14,897400
2008-12-31,F,total,0-4,304350
2008-12-31,F,total,10-14,301690
2008-12-31,F,total,15-19,316880
2008-12-31,F,total,15-39,1460700
2008-12-31,F,total,20-24,290040
2008-12-31,F,total,25-29,271210
2008-12-31,F,total,30-34,270120
2008-12-31,F,total,35-39,312450
2008-12-31,F,total,40-44,314230
2008-12-31,F,total,40-64,1380800
2008-12-31,F,total,45-49,322120
2008-12-31,F,total,5-9,291370
2008-12-31,F,total,50-54,281050
2008-12-31,F,total,55-59,246070
2008-12-31,F,total,60-64,217350
2008-12-31,F,total,65-69,168310
2008-12-31,F,total,65+,541300
2008-12-31,F,total,70-74,127540
2008-12-31,F,total,75-79,103670
2008-12-31,F,total,80-84,77730
2008-12-31,F,total,85-89,43820
2008-12-31,F,total,90+,20270
2008-12-31,F,total,median,36.57
2008-12-31,F,total,total,4280280
2009-03-31,F,total,0-14,899300
2009-03-31,F,total,0-4,305890
2009-03-31,F,total,10-14,301420
2009-03-31,F,total,15-19,317300
2009-03-31,F,total,15-39,1462600
2009-03-31,F,total,20-24,291830
2009-03-31,F,total,25-29,272370
2009-03-31,F,total,30-34,269570
2009-03-31,F,total,35-39,311530
2009-03-31,F,total,40-44,313930
2009-03-31,F,total,40-64,1386500
2009-03-31,F,total,45-49,323090
2009-03-31,F,total,5-9,292020
2009-03-31,F,total,50-54,282590
2009-03-31,F,total,55-59,247160
2009-03-31,F,total,60-64,219750
2009-03-31,F,total,65-69,169620
2009-03-31,F,total,65+,545100
2009-03-31,F,total,70-74,128510
2009-03-31,F,total,75-79,103770
2009-03-31,F,total,80-84,78120
2009-03-31,F,total,85-89,44570
2009-03-31,F,total,90+,20470
2009-03-31,F,total,median,36.61
2009-03-31,F,total,total,4293500
2009-06-30,F,total,0-14,901100
2009-06-30,F,total,0-4,307200
2009-06-30,F,total,10-14,301870
2009-06-30,F,total,15-19,317020
2009-06-30,F,total,15-39,1461e3
2009-06-30,F,total,20-24,292350
2009-06-30,F,total,25-29,272210
2009-06-30,F,total,30-34,268920
2009-06-30,F,total,35-39,310490
2009-06-30,F,total,40-44,313730
2009-06-30,F,total,40-64,1392100
2009-06-30,F,total,45-49,323660
2009-06-30,F,total,5-9,292080
2009-06-30,F,total,50-54,284600
2009-06-30,F,total,55-59,248310
2009-06-30,F,total,60-64,221830
2009-06-30,F,total,65-69,171320
2009-06-30,F,total,65+,548300
2009-06-30,F,total,70-74,129120
2009-06-30,F,total,75-79,103850
2009-06-30,F,total,80-84,78420
2009-06-30,F,total,85-89,45140
2009-06-30,F,total,90+,20490
2009-06-30,F,total,median,36.68
2009-06-30,F,total,total,4302590
2009-09-30,F,total,0-14,903200
2009-09-30,F,total,0-4,309130
2009-09-30,F,total,10-14,302080
2009-09-30,F,total,15-19,317750
2009-09-30,F,total,15-39,1463900
2009-09-30,F,total,20-24,294880
2009-09-30,F,total,25-29,273420
2009-09-30,F,total,30-34,268780
2009-09-30,F,total,35-39,309030
2009-09-30,F,total,40-44,314040
2009-09-30,F,total,40-64,1398800
2009-09-30,F,total,45-49,324280
2009-09-30,F,total,5-9,291960
2009-09-30,F,total,50-54,286570
2009-09-30,F,total,55-59,249390
2009-09-30,F,total,60-64,224490
2009-09-30,F,total,65-69,172210
2009-09-30,F,total,65+,551500
2009-09-30,F,total,70-74,130600
2009-09-30,F,total,75-79,104010
2009-09-30,F,total,80-84,78470
2009-09-30,F,total,85-89,45850
2009-09-30,F,total,90+,20360
2009-09-30,F,total,median,36.71
2009-09-30,F,total,total,4317300
2009-12-31,F,total,0-14,905e3
2009-12-31,F,total,0-4,311270
2009-12-31,F,total,10-14,302240
2009-12-31,F,total,15-19,316900
2009-12-31,F,total,15-39,1466400
2009-12-31,F,total,20-24,296990
2009-12-31,F,total,25-29,275830
2009-12-31,F,total,30-34,268660
2009-12-31,F,total,35-39,308e3
2009-12-31,F,total,40-44,314250
2009-12-31,F,total,40-64,1405600
2009-12-31,F,total,45-49,324940
2009-12-31,F,total,5-9,291530
2009-12-31,F,total,50-54,288350
2009-12-31,F,total,55-59,250670
2009-12-31,F,total,60-64,227380
2009-12-31,F,total,65-69,173040
2009-12-31,F,total,65+,555100
2009-12-31,F,total,70-74,132300
2009-12-31,F,total,75-79,104170
2009-12-31,F,total,80-84,78860
2009-12-31,F,total,85-89,46050
2009-12-31,F,total,90+,20710
2009-12-31,F,total,median,36.76
2009-12-31,F,total,total,4332130
2010-03-31,F,total,0-14,906900
2010-03-31,F,total,0-4,312900
2010-03-31,F,total,10-14,302620
2010-03-31,F,total,15-19,317800
2010-03-31,F,total,15-39,1468600
2010-03-31,F,total,20-24,299320
2010-03-31,F,total,25-29,276420
2010-03-31,F,total,30-34,268330
2010-03-31,F,total,35-39,306700
2010-03-31,F,total,40-44,314720
2010-03-31,F,total,40-64,1410900
2010-03-31,F,total,45-49,324460
2010-03-31,F,total,5-9,291430
2010-03-31,F,total,50-54,290330
2010-03-31,F,total,55-59,251690
2010-03-31,F,total,60-64,229730
2010-03-31,F,total,65-69,174430
2010-03-31,F,total,65+,559200
2010-03-31,F,total,70-74,133660
2010-03-31,F,total,75-79,104160
2010-03-31,F,total,80-84,79210
2010-03-31,F,total,85-89,46390
2010-03-31,F,total,90+,21390
2010-03-31,F,total,median,36.79
2010-03-31,F,total,total,4345670
2010-06-30,F,total,0-14,908100
2010-06-30,F,total,0-4,314350
2010-06-30,F,total,10-14,303e3
2010-06-30,F,total,15-19,317130
2010-06-30,F,total,15-39,1464600
2010-06-30,F,total,20-24,299760
2010-06-30,F,total,25-29,275040
2010-06-30,F,total,30-34,267750
2010-06-30,F,total,35-39,304950
2010-06-30,F,total,40-44,314330
2010-06-30,F,total,40-64,1414400
2010-06-30,F,total,45-49,323920
2010-06-30,F,total,5-9,290790
2010-06-30,F,total,50-54,292300
2010-06-30,F,total,55-59,252720
2010-06-30,F,total,60-64,231150
2010-06-30,F,total,65-69,175960
2010-06-30,F,total,65+,563500
2010-06-30,F,total,70-74,135550
2010-06-30,F,total,75-79,104020
2010-06-30,F,total,80-84,79430
2010-06-30,F,total,85-89,46680
2010-06-30,F,total,90+,21850
2010-06-30,F,total,median,36.87
2010-06-30,F,total,total,4350670
2010-09-30,F,total,0-14,909400
2010-09-30,F,total,0-4,315740
2010-09-30,F,total,10-14,303070
2010-09-30,F,total,15-19,317340
2010-09-30,F,total,15-39,1465900
2010-09-30,F,total,20-24,302680
2010-09-30,F,total,25-29,275430
2010-09-30,F,total,30-34,267790
2010-09-30,F,total,35-39,302670
2010-09-30,F,total,40-44,314750
2010-09-30,F,total,40-64,1419800
2010-09-30,F,total,45-49,323560
2010-09-30,F,total,5-9,290550
2010-09-30,F,total,50-54,294480
2010-09-30,F,total,55-59,254280
2010-09-30,F,total,60-64,232780
2010-09-30,F,total,65-69,176970
2010-09-30,F,total,65+,567600
2010-09-30,F,total,70-74,138e3
2010-09-30,F,total,75-79,103890
2010-09-30,F,total,80-84,79900
2010-09-30,F,total,85-89,46690
2010-09-30,F,total,90+,22120
2010-09-30,F,total,median,36.91
2010-09-30,F,total,total,4362690
2010-12-31,F,total,0-14,910100
2010-12-31,F,total,0-4,316830
2010-12-31,F,total,10-14,302930
2010-12-31,F,total,15-19,315830
2010-12-31,F,total,15-39,1465800
2010-12-31,F,total,20-24,304780
2010-12-31,F,total,25-29,276660
2010-12-31,F,total,30-34,268610
2010-12-31,F,total,35-39,299870
2010-12-31,F,total,40-44,315500
2010-12-31,F,total,40-64,1426e3
2010-12-31,F,total,45-49,322910
2010-12-31,F,total,5-9,290330
2010-12-31,F,total,50-54,296790
2010-12-31,F,total,55-59,255420
2010-12-31,F,total,60-64,235430
2010-12-31,F,total,65-69,177810
2010-12-31,F,total,65+,572e3
2010-12-31,F,total,70-74,140230
2010-12-31,F,total,75-79,103970
2010-12-31,F,total,80-84,80430
2010-12-31,F,total,85-89,47020
2010-12-31,F,total,90+,22520
2010-12-31,F,total,median,36.97
2010-12-31,F,total,total,4373870
2011-03-31,F,total,0-14,910600
2011-03-31,F,total,0-4,317570
2011-03-31,F,total,10-14,302860
2011-03-31,F,total,15-19,315740
2011-03-31,F,total,15-39,1465e3
2011-03-31,F,total,20-24,307090
2011-03-31,F,total,25-29,276200
2011-03-31,F,total,30-34,268930
2011-03-31,F,total,35-39,297080
2011-03-31,F,total,40-44,316170
2011-03-31,F,total,40-64,1430800
2011-03-31,F,total,45-49,322090
2011-03-31,F,total,5-9,290200
2011-03-31,F,total,50-54,298050
2011-03-31,F,total,55-59,257240
2011-03-31,F,total,60-64,237210
2011-03-31,F,total,65-69,178940
2011-03-31,F,total,65+,576e3
2011-03-31,F,total,70-74,141790
2011-03-31,F,total,75-79,104150
2011-03-31,F,total,80-84,80860
2011-03-31,F,total,85-89,47500
2011-03-31,F,total,90+,22800
2011-03-31,F,total,median,37.02
2011-03-31,F,total,total,4382480
2011-06-30,F,total,0-14,910700
2011-06-30,F,total,0-4,317460
2011-06-30,F,total,10-14,302680
2011-06-30,F,total,15-19,314550
2011-06-30,F,total,15-39,1459100
2011-06-30,F,total,20-24,307230
2011-06-30,F,total,25-29,274880
2011-06-30,F,total,30-34,268120
2011-06-30,F,total,35-39,294360
2011-06-30,F,total,40-44,316630
2011-06-30,F,total,40-64,1434100
2011-06-30,F,total,45-49,320570
2011-06-30,F,total,5-9,290560
2011-06-30,F,total,50-54,299670
2011-06-30,F,total,55-59,258790
2011-06-30,F,total,60-64,238420
2011-06-30,F,total,65-69,180330
2011-06-30,F,total,65+,580100
2011-06-30,F,total,70-74,143530
2011-06-30,F,total,75-79,104330
2011-06-30,F,total,80-84,81080
2011-06-30,F,total,85-89,47810
2011-06-30,F,total,90+,22980
2011-06-30,F,total,median,37.1
2011-06-30,F,total,total,4383980
2011-09-30,F,total,0-14,910700
2011-09-30,F,total,0-4,317830
2011-09-30,F,total,10-14,302060
2011-09-30,F,total,15-19,314660
2011-09-30,F,total,15-39,1458700
2011-09-30,F,total,20-24,309380
2011-09-30,F,total,25-29,275080
2011-09-30,F,total,30-34,268140
2011-09-30,F,total,35-39,291470
2011-09-30,F,total,40-44,317280
2011-09-30,F,total,40-64,1437700
2011-09-30,F,total,45-49,319280
2011-09-30,F,total,5-9,290790
2011-09-30,F,total,50-54,301500
2011-09-30,F,total,55-59,260710
2011-09-30,F,total,60-64,238940
2011-09-30,F,total,65-69,182660
2011-09-30,F,total,65+,584900
2011-09-30,F,total,70-74,145500
2011-09-30,F,total,75-79,104590
2011-09-30,F,total,80-84,81260
2011-09-30,F,total,85-89,47810
2011-09-30,F,total,90+,23100
2011-09-30,F,total,median,37.14
2011-09-30,F,total,total,4392040
2011-12-31,F,total,0-14,909800
2011-12-31,F,total,0-4,317340
2011-12-31,F,total,10-14,301330
2011-12-31,F,total,15-19,313460
2011-12-31,F,total,15-39,1457400
2011-12-31,F,total,20-24,310400
2011-12-31,F,total,25-29,276160
2011-12-31,F,total,30-34,268230
2011-12-31,F,total,35-39,289170
2011-12-31,F,total,40-44,317430
2011-12-31,F,total,40-64,1440700
2011-12-31,F,total,45-49,318790
2011-12-31,F,total,5-9,291160
2011-12-31,F,total,50-54,302860
2011-12-31,F,total,55-59,262650
2011-12-31,F,total,60-64,238950
2011-12-31,F,total,65-69,185900
2011-12-31,F,total,65+,591500
2011-12-31,F,total,70-74,147500
2011-12-31,F,total,75-79,105210
2011-12-31,F,total,80-84,81390
2011-12-31,F,total,85-89,48070
2011-12-31,F,total,90+,23420
2011-12-31,F,total,median,37.22
2011-12-31,F,total,total,4399440
2012-03-31,F,total,0-14,910400
2012-03-31,F,total,0-4,316790
2012-03-31,F,total,10-14,300960
2012-03-31,F,total,15-19,312820
2012-03-31,F,total,15-39,1455700
2012-03-31,F,total,20-24,311830
2012-03-31,F,total,25-29,275880
2012-03-31,F,total,30-34,268480
2012-03-31,F,total,35-39,286670
2012-03-31,F,total,40-44,317580
2012-03-31,F,total,40-64,1442500
2012-03-31,F,total,45-49,317300
2012-03-31,F,total,5-9,292620
2012-03-31,F,total,50-54,304810
2012-03-31,F,total,55-59,264020
2012-03-31,F,total,60-64,238820
2012-03-31,F,total,65-69,188790
2012-03-31,F,total,65+,597900
2012-03-31,F,total,70-74,149430
2012-03-31,F,total,75-79,105730
2012-03-31,F,total,80-84,81520
2012-03-31,F,total,85-89,48530
2012-03-31,F,total,90+,23890
2012-03-31,F,total,median,37.27
2012-03-31,F,total,total,4406450
2012-06-30,F,total,0-14,909800
2012-06-30,F,total,0-4,315730
2012-06-30,F,total,10-14,3e5
2012-06-30,F,total,15-19,312840
2012-06-30,F,total,15-39,1450500
2012-06-30,F,total,20-24,310660
2012-06-30,F,total,25-29,274520
2012-06-30,F,total,30-34,268320
2012-06-30,F,total,35-39,284140
2012-06-30,F,total,40-44,317680
2012-06-30,F,total,40-64,1444700
